
M_x,M_y,Phi_x,Phi_y,U_x,U_y
-0.37321966886520386,2.1747913360595703,4.733847886323929,-8.169983625411987,2.4945298731327057,4.878764390945435
-0.3763382136821747,2.171371817588806,4.737983822822571,-8.166672587394714,2.4799545407295227,4.861558318138123
-0.3836779296398163,2.163957118988037,4.742237538099289,-8.169702053070068,2.4401699602603912,4.814040660858154
-0.3910001516342163,2.156533360481262,4.75547468662262,-8.13492465019226,2.4094737768173218,4.8042755126953125
-0.39822885394096375,2.1489362716674805,4.751839250326157,-8.123355388641357,2.362466126680374,4.770262241363525
-0.40529295802116394,2.1412656903266907,4.7631233632564545,-8.085211217403412,2.331365615129471,4.762382924556732
-0.4122001826763153,2.1335644721984863,4.799722135066986,-8.093722224235535,2.3265210390090942,4.707664608955383
-0.4189261198043823,2.125713884830475,4.7966130673885345,-8.096610128879547,2.2830563485622406,4.657673180103302
-0.42555058002471924,2.117835760116577,4.792739242315292,-8.09621524810791,2.239435762166977,4.610799312591553
-0.3275904655456543,1.9767941236495972,4.301286309957504,-7.360796093940735,2.3357435166835785,4.499968647956848
-0.34033194184303284,1.9611015915870667,4.314598560333252,-7.351621568202972,2.272606909275055,4.4149879813194275
-0.3464117646217346,1.9532442092895508,4.3075825572013855,-7.351427912712097,2.229111969470978,4.3680373430252075
-0.3206842839717865,1.9030415415763855,4.15071228146553,-7.102601766586304,2.2266065776348114,4.315647482872009
-0.3264627456665039,1.8952616453170776,4.147286653518677,-7.1138922572135925,2.1885101795196533,4.257677614688873
-0.33212724328041077,1.8874789476394653,4.152466744184494,-7.089002251625061,2.1597032845020294,4.235871434211731
-0.30107685923576355,1.8486124277114868,3.977463811635971,-6.889981329441071,2.1710026562213898,4.20169323682785
-0.30163320899009705,1.8206073641777039,3.9513729214668274,-6.794249176979065,2.141573667526245,4.129395008087158
-0.2912618815898895,1.8085976243019104,3.8745591044425964,-6.729722082614899,2.1269878149032593,4.121863663196564
-0.30183643102645874,1.7932466268539429,3.871658533811569,-6.698374629020691,2.0606399476528168,4.061105132102966
-0.28123414516448975,1.7702099084854126,3.7804583609104156,-6.5902175307273865,2.093053489923477,4.031041920185089
-0.2810151278972626,1.7439165711402893,3.741089016199112,-6.503420114517212,2.0549982488155365,3.960079312324524
-0.27054640650749207,1.7331532835960388,3.6454539597034454,-6.467003881931305,2.022175520658493,3.931915819644928
-0.28036659955978394,1.7181700468063354,3.6679660975933075,-6.436662912368774,1.9857665002346039,3.8723573684692383
-0.285082072019577,1.7107843160629272,3.645230680704117,-6.445973813533783,1.9347382485866547,3.8187320828437805
-0.25827735662460327,1.6731373071670532,3.5006648898124695,-6.261261403560638,1.9510007500648499,3.777562439441681
-0.24748200178146362,1.6634548902511597,3.448489546775818,-6.198105752468109,1.9635975360870361,3.782623589038849
-0.23693358898162842,1.654465913772583,3.36328586935997,-6.168314218521118,1.9416843354701996,3.75848126411438
-0.23693358898162842,1.654465913772583,3.3648999333381653,-6.1540979743003845,1.9432983994483948,3.7726975083351135
-0.2157091498374939,1.6378382444381714,3.260387808084488,-6.057060956954956,1.9661329090595245,3.7699685096740723
-0.23816454410552979,1.6017541289329529,3.2844088673591614,-6.0073084235191345,1.8554216027259827,3.6032163500785828
-0.2166752815246582,1.5867093205451965,3.133791834115982,-5.955659091472626,1.8337401449680328,3.5645968317985535
-0.20590466260910034,1.5798010230064392,3.0813271701335907,-5.90757429599762,1.8458991944789886,3.5712318420410156
-0.1952490210533142,1.5735638737678528,2.9985618889331818,-5.880933582782745,1.8270677626132965,3.5604496598243713
-0.21204674243927002,1.5456082224845886,3.008133679628372,-5.829261839389801,1.735853224992752,3.4443874955177307
-0.1907825469970703,1.5346298813819885,2.910185396671295,-5.780632853507996,1.7654901146888733,3.4271464347839355
-0.18016517162322998,1.5298518538475037,2.834215998649597,-5.751070916652679,1.7532249689102173,3.4280402064323425
-0.19205117225646973,1.5097619891166687,2.8404826521873474,-5.735828220844269,1.688175618648529,3.3227437138557434
-0.1714056134223938,1.5022918581962585,2.738418683409691,-5.686179220676422,1.709985002875328,3.327571928501129
-0.16098710894584656,1.4991442561149597,2.664274141192436,-5.664776802062988,1.6983514875173569,3.33008873462677
-0.15118905901908875,1.4968990683555603,2.598116621375084,-5.649310290813446,1.6909822672605515,3.3320841193199158
-0.16626086831092834,1.4708938002586365,2.616132378578186,-5.627443552017212,1.618567168712616,3.197919249534607
-0.14749306440353394,1.468339741230011,2.5087791681289673,-5.619202792644501,1.6238207817077637,3.190835654735565
-0.15473876893520355,1.455642968416214,2.512746199965477,-5.593011111021042,1.5843135863542557,3.140846699476242
-0.14034909009933472,1.448864370584488,2.4156283140182495,-5.570947736501694,1.5735337734222412,3.1222384870052338
-0.13192453980445862,1.4494343101978302,2.3633857518434525,-5.586202293634415,1.5718385130167007,3.1104035675525665
-0.12450656294822693,1.4507708847522736,2.3133312463760376,-5.596848756074905,1.566291868686676,3.107776552438736
-0.1280282437801361,1.434279441833496,2.274060904979706,-5.583567380905151,1.5058914422988892,3.022109270095825
-0.12521706521511078,1.4304613173007965,2.2563968896865845,-5.566174179315567,1.5050944983959198,3.016593724489212
-0.1199270635843277,1.4330737888813019,2.228352904319763,-5.559833854436874,1.508790522813797,3.038608878850937
-0.11532460153102875,1.4358996450901031,2.186949595808983,-5.592049151659012,1.4950019866228104,3.023348718881607
-0.12516671419143677,1.4181790053844452,2.1938899755477905,-5.5614995658397675,1.44288969039917,2.9475744664669037
-0.12844893336296082,1.4123817086219788,2.1935790181159973,-5.5525906682014465,1.4228854179382324,2.921699583530426
-0.131623774766922,1.4066105782985687,2.1737837195396423,-5.549053281545639,1.3840410709381104,2.8906101882457733
-0.11997559666633606,1.4200303256511688,2.1283587962388992,-5.5963034927845,1.4085052162408829,2.923878461122513
-0.12618601322174072,1.40870863199234,2.1146789342164993,-5.594393372535706,1.357562854886055,2.857858419418335
-0.12375608086585999,1.4153892397880554,2.090968996286392,-5.630791068077087,1.3484325110912323,2.861544370651245
-0.12454617023468018,1.4182365536689758,2.1025317311286926,-5.611498177051544,1.3552547097206116,2.897921144962311
-0.13572044670581818,1.4036712050437927,2.1094997376203537,-5.613364279270172,1.2951770573854446,2.8086629509925842
-0.13875015079975128,1.3980367183685303,2.1110388785600662,-5.590359687805176,1.2785379737615585,2.797860622406006
-0.1417204737663269,1.3926275670528412,2.0971958935260773,-5.579281687736511,1.2468730509281158,2.776483714580536
-0.14484484493732452,1.3871408104896545,2.097934380173683,-5.582549750804901,1.228865310549736,2.740295112133026
-0.16121482849121094,1.3861432671546936,2.1533511579036713,-5.5954248905181885,1.1860621869564056,2.721434712409973
-0.16466015577316284,1.380659580230713,2.155813381075859,-5.593151807785034,1.167852446436882,2.690805673599243
-0.16466015577316284,1.380659580230713,2.1356695145368576,-5.5944958329200745,1.1477085798978806,2.689461648464203
-0.18479695916175842,1.3672759532928467,2.200634717941284,-5.578645050525665,1.0918529629707336,2.625010669231415
-0.19311262667179108,1.3597291707992554,2.2294996827840805,-5.527999401092529,1.070823922753334,2.630375623703003
